ID,Route,Direction,Milepost_S,Milepost_E,Distance,Slope,Radius,Curve_Length,Num_Lanes,Delta_Slope,Delta_Radius,Delta_Lanes,AADT,Max_Speed,Min_Speed,Mean_Speed,Consequence,Causal_Factor
6781,서울양양선,2,70.701871,71.405,0.703129,-1,0,703.129,2,0,3200,0,7589,100,117.4,117.83,0,0
6782,서울양양선,2,71.405,71.834,0.429,-1,3385,1274.855,2,0,-3385,0,7589,100,116.1,116.1,0,0
6783,서울양양선,2,71.834,72.314,0.48,0.5,3385,1274.855,2,-1.5,0,0,7589,100,109.7,109.7,0,0
6784,서울양양선,2,72.314,72.679855,0.365855,2.175,3385,1274.855,2,-1.675,0,0,7589,100,100,100,0,0
6785,서울양양선,2,72.679855,73.27,0.590145,2.175,0,590.145,2,0,3385,0,7589,100,97.6,99.9,0,0
6786,서울양양선,2,73.27,73.732692,0.462692,2.175,2000,462.692,2,0,-2000,0,7589,100,98.3,106.53,0,0
6787,서울양양선,2,73.732692,73.794,0.061308,2.175,0,347.308,2,0,2000,0,7589,100,100,100,0,0
6788,서울양양선,2,73.794,74.08,0.286,0.871,0,347.308,2,1.304,0,0,7589,100,106.8,108.6,0,0
6789,서울양양선,2,74.08,74.414,0.334,0.871,1445,1490,2,0,-1445,0,7589,100,106.2,106.2,1,8
6790,서울양양선,2,74.414,75.374,0.96,1.872,1445,1490,2,-1.001,0,0,7589,100,107.6,107.8,0,0
6791,서울양양선,2,75.374,75.57,0.196,-0.7,1445,1490,2,2.572,0,0,7589,100,109,109,0,0
6792,서울양양선,2,75.57,76.514,0.944,-0.7,0,1594.45,2,0,1445,0,7589,100,100.9,106.22,0,0
6793,서울양양선,2,76.514,77.16445,0.65045,0,0,1594.45,2,-0.7,0,0,7589,100,102.3,108.67,1,8
6794,서울양양선,2,77.16445,78.455,1.29055,0,2000,1290.55,2,0,-2000,0,7589,100,117.2,117.52,1,9
12910,"중부선,통영대전선",2,357.31,357.615,0.305,3.62,0,305,4,0,0,0,66726,100,100,100,0,0
12911,"중부선,통영대전선",2,357.615,357.72,0.105,3.62,1500,645,4,0,-1500,0,66726,100,100,100,0,0
12912,"중부선,통영대전선",2,357.72,358.26,0.54,3.408,1500,645,4,0.212,0,0,66726,100,100,100,0,0
12913,"중부선,통영대전선",2,358.26,358.76,0.5,3.408,0,1420,4,0,1500,0,66726,100,100,100,0,0
12914,"중부선,통영대전선",2,358.76,359.4,0.64,0.6237,0,1420,4,2.7843,0,0,66726,100,100,100,0,0
12915,"중부선,통영대전선",2,359.4,359.68,0.28,3.9995,0,1420,4,-3.3758,0,0,66726,100,100,100,0,0
12916,"중부선,통영대전선",2,359.68,360.244,0.564,3.9995,5000,564,4,0,-5000,0,66726,100,100,100,0,0
12917,"중부선,통영대전선",2,360.244,360.26,0.016,3.9995,0,1080.27,4,0,5000,0,66726,100,100,100,0,0
12718,"중부선,통영대전선",2,247.52,247.548,0.028,-0.276,500,538,4,0,0,0,21301,100,100,100,0,0
12719,"중부선,통영대전선",2,247.548,247.67,0.122,-0.276,0,122,4,0,500,0,21301,100,100,100,0,0
12720,"중부선,통영대전선",2,247.67,247.81,0.14,-0.276,3000,490,4,0,-3000,0,21301,100,100,100,0,0
12721,"중부선,통영대전선",2,247.81,248.16,0.35,1.2284,3000,490,4,-1.5044,0,0,21301,100,103.4,106.3,0,0
12722,"중부선,통영대전선",2,248.16,248.32,0.16,1.2284,0,540,4,0,3000,0,21301,100,114.3,114.3,0,0
12723,"중부선,통영대전선",2,248.32,248.7,0.38,-2.93,0,540,4,4.1584,0,0,21301,100,117.2,117.5,0,0
12724,"중부선,통영대전선",2,248.7,248.98,0.28,-2.93,2500,770,4,0,-2500,0,21301,100,117.8,117.8,0,0
12725,"중부선,통영대전선",2,248.98,249.47,0.49,-0.32,2500,770,4,-2.61,0,0,21301,100,117.6,117.63,0,0
12726,"중부선,통영대전선",2,249.47,250.07,0.6,-0.32,0,600,4,0,2500,0,21301,100,117.8,117.8,0,0
12727,"중부선,통영대전선",2,250.07,250.91,0.84,-0.32,2000,840,4,0,-2000,0,21301,100,117.5,117.52,0,0
12728,"중부선,통영대전선",2,250.91,251.02,0.11,-0.32,0,680,4,0,2000,0,21301,100,116.9,116.9,0,0
12729,"중부선,통영대전선",2,251.02,251.59,0.57,0.5824,0,680,4,-0.9024,0,0,21301,100,112.2,113.37,0,0
12730,"중부선,통영대전선",2,251.59,252.1,0.51,0.5824,1500,948,4,0,-1500,0,21301,100,110.4,110.83,0,0
12731,"중부선,통영대전선",2,252.1,252.538,0.438,-1.8568,1500,948,4,2.4392,0,0,21301,100,111.1,111.53,0,0
12732,"중부선,통영대전선",2,252.538,253.42,0.882,-1.8568,0,1412,4,0,1500,0,32574,100,112,114.88,0,0
12733,"중부선,통영대전선",2,253.42,253.95,0.53,0.875,0,1412,4,-2.7318,0,0,32574,100,117.7,117.8,0,0
12734,"중부선,통영대전선",2,253.95,254.605,0.655,0.875,2000,655,4,0,-2000,0,32574,100,117.3,117.6,0,0
12735,"중부선,통영대전선",2,254.605,255.14,0.535,0.875,0,3075,4,0,2000,0,32574,100,101.3,108.15,0,0
12736,"중부선,통영대전선",2,255.14,256.22,1.08,-1.8523,0,3075,4,2.7273,0,0,32574,100,94.5,97.4,0,0
12737,"중부선,통영대전선",2,256.22,257.12,0.9,0.7539,0,3075,4,-2.6062,0,0,32574,94,72.1,82.09,0,0
12738,"중부선,통영대전선",2,257.12,257.68,0.56,-0.736,0,3075,4,1.4899,0,0,32574,86.1,75.6,82.64,0,0
12739,"중부선,통영대전선",2,257.68,257.92,0.24,-0.736,1500,960,4,0,-1500,0,32574,81.2,80.6,80.9,0,0
12740,"중부선,통영대전선",2,257.92,258.64,0.72,0.6,1500,960,4,-1.336,0,0,32574,80.5,76.5,78.35,0,0
12741,"중부선,통영대전선",2,258.64,258.72,0.08,0.6,0,1860,4,0,1500,0,32574,100,100,100,0,0
12742,"중부선,통영대전선",2,258.72,259.56,0.84,1.182,0,1860,4,-0.582,0,0,32574,85.9,81.1,84.19,0,0
12743,"중부선,통영대전선",2,259.56,260.42,0.86,0.635,0,1860,4,0.547,0,0,32574,88.3,78.1,82.65,0,0
12744,"중부선,통영대전선",2,260.42,260.5,0.08,1.7,0,1860,4,-1.065,0,0,32574,89.1,89.1,89.1,0,0
12745,"중부선,통영대전선",2,260.5,261.25,0.75,1.7,6000,750,4,0,-6000,0,30459,89,82.7,86.26,0,0
12746,"중부선,통영대전선",2,261.25,261.48,0.23,1.7,0,1715,4,0,6000,0,30459,82.1,79.1,80.6,0,0
12747,"중부선,통영대전선",2,261.48,262.52,1.04,-2,0,1715,4,3.7,0,0,30459,80.7,73.8,76.91,0,0
12748,"중부선,통영대전선",2,262.52,262.965,0.445,0.9,0,1715,4,-2.9,0,0,30459,83.9,76.6,80.82,0,0
12749,"중부선,통영대전선",2,262.965,263.42,0.455,0.9,3500,1059,4,0,-3500,0,30459,79.8,77.7,78.93,0,0
12750,"중부선,통영대전선",2,263.42,264.024,0.604,-0.785,3500,1059,4,1.685,0,0,30459,81.3,75.3,78.11,0,0
12751,"중부선,통영대전선",2,264.024,265.06,1.036,-0.785,0,1224,4,0,3500,0,30459,79.7,74.1,76.27,0,0
12752,"중부선,통영대전선",2,265.06,265.248,0.188,0.7,0,1224,4,-1.485,0,0,30459,75.5,75,75.33,0,0
12753,"중부선,통영대전선",2,265.248,266.005,0.757,0.7,6000,757,4,0,-6000,0,30459,74.4,66.6,71.02,0,0
12754,"중부선,통영대전선",2,266.005,266.22,0.215,0.7,0,1085,4,0,6000,0,30459,72.4,71.1,71.6,0,0
12755,"중부선,통영대전선",2,266.22,267.09,0.87,-0.328,0,1085,4,1.028,0,0,30459,93.7,76.2,84.62,0,0
12756,"중부선,통영대전선",2,267.09,267.858,0.768,-0.328,2400,768,4,0,-2400,0,30459,93.5,75.4,85.77,0,0
12757,"중부선,통영대전선",2,267.858,267.96,0.102,-0.328,0,700,4,0,2400,0,30459,90.9,90.9,90.9,0,0
12758,"중부선,통영대전선",2,267.96,268.558,0.598,0.656,0,700,4,-0.984,0,0,30459,100,115.7,117.38,0,0
12759,"중부선,통영대전선",2,268.558,269.84,1.282,0.656,2200,2247,4,0,-2200,0,28422,100,84.5,100.74,0,0
12760,"중부선,통영대전선",2,269.84,270.805,0.965,-1.24,2200,2247,4,1.896,0,0,28422,97.7,88.7,92.36,0,0
12761,"중부선,통영대전선",2,270.805,270.98,0.175,-1.24,0,1325,4,0,2200,0,28422,90.6,89.5,90.05,0,0
12762,"중부선,통영대전선",2,270.98,271.62,0.64,1.495,0,1325,4,-2.735,0,0,28422,94,68.6,84.02,0,0
12763,"중부선,통영대전선",2,271.62,272.13,0.51,-0.542,0,1325,4,2.037,0,0,28422,65.9,65.9,65.9,0,0
12764,"중부선,통영대전선",2,272.13,272.36,0.23,-0.542,1048.75,1430,4,0,-1048.75,0,28422,89.3,64.6,76.75,0,0
12765,"중부선,통영대전선",2,272.36,273.18,0.82,3.437,1048.75,1430,4,-3.979,0,0,28422,100,85.8,93.7,0,0
12766,"중부선,통영대전선",2,273.18,273.56,0.38,-1.469,1048.75,1430,4,4.906,0,0,28422,92.1,90.5,91.3,0,0
12767,"중부선,통영대전선",2,273.56,273.92,0.36,-1.469,0,360,4,0,1048.75,0,28422,88.4,77.7,83.03,0,0
12768,"중부선,통영대전선",2,273.92,274.98,1.06,-1.469,850,1060,4,0,-850,0,28422,90.9,77.3,85.02,1,1
12769,"중부선,통영대전선",2,274.98,275.12,0.14,-1.469,0,615,4,0,850,0,28422,92.1,92.1,92.1,0,0
12770,"중부선,통영대전선",2,275.12,275.595,0.475,1.13,0,615,4,-2.599,0,0,28422,100,97.6,105.53,0,0
12771,"중부선,통영대전선",2,275.595,276.08,0.485,1.13,1500,615,4,0,-1500,0,28422,100,116.8,117.5,0,0
12772,"중부선,통영대전선",2,276.08,276.21,0.13,-0.804,1500,615,4,1.934,0,0,28422,100,117.7,117.7,0,0
12773,"중부선,통영대전선",2,276.21,276.49,0.28,-0.804,0,280,4,0,1500,0,28422,100,117.6,117.6,0,0
12774,"중부선,통영대전선",2,276.49,277.34,0.85,-0.804,1500,1090,4,0,-1500,0,28422,100,117.7,117.72,0,0
12775,"중부선,통영대전선",2,277.34,277.58,0.24,0.244,1500,1090,4,-1.048,0,0,28422,100,117.5,117.6,0,0
12776,"중부선,통영대전선",2,277.58,278.215,0.635,0.244,0,635,4,0,1500,0,28422,100,117.3,117.48,0,0
12777,"중부선,통영대전선",2,278.215,278.48,0.265,0.244,2000,1140,4,0,-2000,0,28422,100,110.8,113.4,0,0
12778,"중부선,통영대전선",2,278.48,279.355,0.875,0.445,2000,1140,4,-0.201,0,0,28422,100,94.5,99.57,0,0
12779,"중부선,통영대전선",2,279.355,280.205,0.85,0.445,0,850,4,0,2000,0,28422,100,94.8,110.42,0,0
12780,"중부선,통영대전선",2,280.205,280.22,0.015,0.445,1500,1395,4,0,-1500,0,29251,100,100,100,0,0
12781,"중부선,통영대전선",2,280.22,281.32,1.1,0.739,1500,1395,4,-0.294,0,0,29251,100,104.1,113.8,0,0
12782,"중부선,통영대전선",2,281.32,281.6,0.28,-0.493,1500,1395,4,1.232,0,0,29251,100,102.1,102.15,0,0
12783,"중부선,통영대전선",2,281.6,283.7,2.1,-0.493,0,5355,4,0,1500,0,29251,100,103.8,108.08,0,0
12784,"중부선,통영대전선",2,283.7,284.88,1.18,1.836,0,5355,4,-2.329,0,0,29251,100,108.3,113.07,0,0
12785,"중부선,통영대전선",2,284.88,285.58,0.7,-0.8,0,5355,4,2.636,0,0,29251,100,106.4,111.18,0,0
12786,"중부선,통영대전선",2,285.58,286.16,0.58,0.9655,0,5355,4,-1.7655,0,0,29251,100,99.7,101.62,0,0
12787,"중부선,통영대전선",2,286.16,286.955,0.795,-0.5795,0,5355,4,1.545,0,0,29251,100,102,104.26,0,0
12788,"중부선,통영대전선",2,286.955,287.04,0.085,-0.5795,3000,660,4,0,-3000,0,29251,100,102,102,0,0
12789,"중부선,통영대전선",2,287.04,287.615,0.575,1.6452,3000,660,4,-2.2247,0,0,29251,100,103.8,104.83,0,0
12790,"중부선,통영대전선",2,287.615,287.97,0.355,1.6452,0,4435,4,0,3000,0,29251,100,102.1,103.17,0,0
12791,"중부선,통영대전선",2,287.97,290.52,2.55,-0.7765,0,4435,4,2.4217,0,0,29251,100,103.7,114.99,0,0
12792,"중부선,통영대전선",2,290.52,292.05,1.53,1.2627,0,4435,4,-2.0392,0,0,29251,100,106.4,110.96,0,0
12793,"중부선,통영대전선",2,292.05,293.07,1.02,1.2627,1500,1036,4,0,-1500,0,29251,100,105.7,113.31,0,0
12794,"중부선,통영대전선",2,293.07,293.086,0.016,-0.7299,1500,1036,4,1.9926,0,0,29251,100,100,100,0,0
12795,"중부선,통영대전선",2,293.086,295.18,2.094,-0.7299,0,2594,4,0,1500,0,28986,100,117.5,117.73,0,0
12796,"중부선,통영대전선",2,295.18,295.68,0.5,0.693,0,2594,4,-1.4229,0,0,28986,100,117.7,117.7,0,0
12797,"중부선,통영대전선",2,295.68,296.087,0.407,0.693,3000,407,4,0,-3000,0,28986,100,117.7,117.7,0,0
12798,"중부선,통영대전선",2,296.087,296.46,0.373,0.693,0,4715,4,0,3000,0,28986,100,117.6,117.67,0,0
12799,"중부선,통영대전선",2,296.46,298.32,1.86,0.45,0,4715,4,0.243,0,0,28986,100,99.1,112.45,0,0
12800,"중부선,통영대전선",2,298.32,299.3,0.98,1.5,0,4715,4,-1.05,0,0,28986,100,100.1,106.9,0,0
12801,"중부선,통영대전선",2,299.3,300.12,0.82,-0.9878,0,4715,4,2.4878,0,0,28986,100,100.5,104.22,0,0
12802,"중부선,통영대전선",2,300.12,300.802,0.682,2.25,0,4715,4,-3.2378,0,0,28986,100,106.3,110.2,0,0
12803,"중부선,통영대전선",2,300.802,301.482,0.68,2.25,10000,680,4,0,-10000,0,28986,100,102.2,108.27,0,0
12804,"중부선,통영대전선",2,301.482,302.62,1.138,2.25,0,1376,4,0,10000,0,28986,100,105,114.1,0,0
12805,"중부선,통영대전선",2,302.62,302.858,0.238,-3.7,0,1376,4,5.95,0,0,28986,100,117.3,117.3,0,0
12806,"중부선,통영대전선",2,302.858,303.92,1.062,-3.7,2000,1177,4,0,-2000,0,28986,100,116.3,117.4,0,0
12807,"중부선,통영대전선",2,303.92,304.035,0.115,-0.98,2000,1177,4,-2.72,0,0,28986,100,111.7,111.7,0,0
12808,"중부선,통영대전선",2,304.035,304.92,0.885,-0.98,0,3095,4,0,2000,0,30709,100,87.1,96.67,0,0
12809,"중부선,통영대전선",2,304.92,305.94,1.02,1.216,0,3095,4,-2.196,0,0,30709,90.7,85,87.92,0,0
12810,"중부선,통영대전선",2,305.94,306.63,0.69,-0.4,0,3095,4,1.616,0,0,30709,100,96.1,104.73,0,0
12811,"중부선,통영대전선",2,306.63,306.83,0.2,-0.76,0,3095,4,0.36,0,0,30709,100,107.8,107.8,0,0
12812,"중부선,통영대전선",2,306.83,307.13,0.3,0.76,0,3095,4,-1.52,0,0,30709,100,108.1,108.15,0,0
12813,"중부선,통영대전선",2,307.13,307.93,0.8,0.76,892.85,935,4,0,-892.85,0,30709,100,107.7,107.92,0,0
12814,"중부선,통영대전선",2,307.93,308.065,0.135,0.2,892.85,935,4,0.56,0,0,30709,100,107.6,107.6,0,0
12815,"중부선,통영대전선",2,308.065,309.23,1.165,0.2,0,2159,4,0,892.85,0,30709,100,107.7,108.21,0,0
12816,"중부선,통영대전선",2,309.23,310.224,0.994,3.8,0,2159,4,-3.6,0,0,30709,100,108.4,108.5,0,0
12817,"중부선,통영대전선",2,310.224,310.714,0.49,3.8,3000,490,4,0,-3000,0,30709,100,107.3,107.57,0,0
12818,"중부선,통영대전선",2,310.714,310.9,0.186,3.8,0,2053,4,0,3000,0,30709,100,106.5,106.8,0,0
12819,"중부선,통영대전선",2,310.9,311.83,0.93,4,0,2053,4,-0.2,0,0,30709,100,106.7,107.64,0,0
12820,"중부선,통영대전선",2,311.83,312.767,0.937,3.5,0,2053,4,0.5,0,0,30709,100,106.3,108.07,0,0
12821,"중부선,통영대전선",2,312.767,313.56,0.793,3.5,2000,793,4,0,-2000,0,30709,100,60.5,74.6,0,0
12822,"중부선,통영대전선",2,313.56,313.68,0.12,3.5,0,2872,4,0,2000,0,30709,71,71,71,0,0
12823,"중부선,통영대전선",2,313.68,314.93,1.25,5,0,2872,4,-1.5,0,0,30709,85.8,73.3,80.61,0,0
12824,"중부선,통영대전선",2,314.93,316.432,1.502,0.422,0,2872,4,4.578,0,0,30709,100,83.4,95.77,0,0
12825,"중부선,통영대전선",2,316.432,316.655,0.223,0.422,10000,223,4,0,-10000,0,30709,100,108.1,108.1,0,0
12826,"중부선,통영대전선",2,316.655,316.68,0.025,0.422,0,840,4,0,10000,0,30709,100,100,100,0,0
12827,"중부선,통영대전선",2,316.68,317.495,0.815,1.2,0,840,4,-0.778,0,0,30709,100,107.8,107.88,0,0
12828,"중부선,통영대전선",2,317.495,317.996,0.501,1.2,4000,501,4,0,-4000,0,30709,100,107.9,108.03,0,0
12829,"중부선,통영대전선",2,317.996,318.33,0.334,1.2,0,928,4,0,4000,0,30709,100,108.4,108.45,0,0
12830,"중부선,통영대전선",2,318.33,318.924,0.594,0.7,0,928,4,0.5,0,0,30709,100,107.7,108.08,0,0
12831,"중부선,통영대전선",2,318.924,319.05,0.126,0.7,1500,1501,4,0,-1500,0,30709,100,107.2,107.2,0,0
12832,"중부선,통영대전선",2,319.05,319.65,0.6,2.187,1500,1501,4,-1.487,0,0,30709,100,85.5,95.18,0,0
12833,"중부선,통영대전선",2,319.65,320.425,0.775,0.6,1500,1501,4,1.587,0,0,30709,90.7,84,86.1,0,0
12834,"중부선,통영대전선",2,320.425,320.61,0.185,0.6,0,973,4,0,1500,0,30709,100,92.6,96.45,0,0
12835,"중부선,통영대전선",2,320.61,321.398,0.788,0.24,0,973,4,0.36,0,0,30709,100,106.6,107.75,0,0
12836,"중부선,통영대전선",2,321.398,322.174,0.776,0.24,1500,776,4,0,-1500,0,30709,100,101.7,105.48,0,0
12837,"중부선,통영대전선",2,322.174,322.39,0.216,0.24,0,2014,4,0,1500,0,30114,98,98,98,0,0
12838,"중부선,통영대전선",2,322.39,324.188,1.798,0.6128,0,2014,4,-0.3728,0,0,30114,100,100,100,1,7
12839,"중부선,통영대전선",2,324.188,324.27,0.082,0.6128,1500,1272,4,0,-1500,0,30114,100,100,100,0,0
12840,"중부선,통영대전선",2,324.27,325.27,1,0.71,1500,1272,4,-0.0972,0,0,30114,100,100,100,0,0
12841,"중부선,통영대전선",2,325.27,325.46,0.19,3.95,1500,1272,4,-3.24,0,0,30114,100,100,100,0,0
12842,"중부선,통영대전선",2,325.46,325.89,0.43,3.95,1723.325,840,4,0,-223.325,0,19123,100,100,100,0,0
13342,"중부선,통영대전선",1,208.083,208.097,0.014,2.278,900,469,2,0,0,0,20838,100,100,100,0,0
13343,"중부선,통영대전선",1,208.097,208.443,0.346,2.278,0,1630,2,0,900,0,20838,98.6,98.6,98.6,0,0
13344,"중부선,통영대전선",1,208.443,208.723,0.28,-0.586,0,1630,2,2.864,0,0,20838,100,98.8,102.95,0,0
13345,"중부선,통영대전선",1,208.723,208.933,0.21,2.026,0,1630,2,-2.612,0,0,20838,100,105.6,106.51,0,0
13346,"중부선,통영대전선",1,208.933,209.727,0.794,-1.981,0,1630,2,4.007,0,0,20838,100,99.4,103.28,1,1
13347,"중부선,통영대전선",1,209.727,209.883,0.156,-1.981,800,1133,2,0,-800,0,20838,99.5,99.3,99.4,0,0
13348,"중부선,통영대전선",1,209.883,210.683,0.8,1.083,800,1133,2,-3.064,0,0,20838,99.3,82,89.84,0,0
13349,"중부선,통영대전선",1,210.683,210.86,0.177,-1.838,800,1133,2,2.921,0,0,20838,87.9,81.3,83.28,0,0
13350,"중부선,통영대전선",1,210.86,211.283,0.423,-1.838,0,691,2,0,800,0,20838,97.4,89.7,95.93,0,0
13351,"중부선,통영대전선",1,211.283,211.551,0.268,0.926,0,691,2,-2.764,0,0,20838,97,94.3,95.23,0,0
13352,"중부선,통영대전선",1,211.551,211.823,0.272,0.926,1000,757,2,0,-1000,0,20838,100,98.1,101.41,1,1
13353,"중부선,통영대전선",1,211.823,212.308,0.485,-0.621,1000,757,2,1.547,0,0,20838,100,89.4,93.59,0,0
13354,"중부선,통영대전선",1,212.308,212.5,0.192,-0.621,0,192,2,0,1000,0,20823,95.4,92.5,94.08,0,0
13355,"중부선,통영대전선",1,212.5,213.043,0.543,-0.621,2000,824,2,0,-2000,0,20823,95.7,83.4,90.25,0,0
13356,"중부선,통영대전선",1,213.043,213.324,0.281,-3.856,2000,824,2,3.235,0,0,20823,83.2,71,76.31,0,0
13357,"중부선,통영대전선",1,213.324,213.723,0.399,-3.856,1000,612,2,0,1000,0,20823,71.1,68.3,69.98,0,0
13358,"중부선,통영대전선",1,213.723,213.936,0.213,-1.911,1000,612,2,-1.945,0,0,20823,76.4,68.4,71.46,0,0
13359,"중부선,통영대전선",1,213.936,215.25,1.314,-1.911,0,1972,2,0,1000,0,20823,94,78,89.33,0,0
12280,"중부선,통영대전선",2,0,1.19,1.19,2.9997,0,1970,2,0,0,0,9121,100,100,100,0,0
12281,"중부선,통영대전선",2,1.19,1.97,0.78,-1.6,0,1970,2,4.5997,0,0,9121,100,95.3,119.49,0,0
12282,"중부선,통영대전선",2,1.97,2.74,0.77,-1.6,1000,1825,2,0,-1000,0,9121,100,97.9,103.36,0,0
12283,"중부선,통영대전선",2,2.74,3.795,1.055,0.3462,1000,1825,2,-1.9462,0,0,9121,100,118.9,132.55,1,1
12284,"중부선,통영대전선",2,3.795,4.536,0.741,0.3462,3000,741,2,0,-2000,0,11662,100,137.2,137.21,0,0
12285,"중부선,통영대전선",2,4.536,4.751435,0.215435,0.3462,0,1032,2,0,3000,0,11662,100,137.2,137.28,0,0
12286,"중부선,통영대전선",2,4.751435,5.568,0.816565,0.9478,0,1032,2,-0.6016,0,0,11662,100,137,137.19,0,0
12287,"중부선,통영대전선",2,5.568,6.17,0.602,0.9478,1500,602,2,0,-1500,0,11662,100,136.5,137.6,0,0
12288,"중부선,통영대전선",2,6.17,7.118,0.948,0.9478,1000,948,2,0,500,0,11662,100,133.4,136.09,1,3
12289,"중부선,통영대전선",2,7.118,7.46,0.342,0.9478,0,367,2,0,1000,0,11662,100,127,129.79,0,0
12290,"중부선,통영대전선",2,7.46,7.485,0.025,1.8431,0,367,2,-0.8953,0,0,11662,100,100,100,1,3
12291,"중부선,통영대전선",2,7.485,8.575,1.09,1.8431,1000,1090,2,0,-1000,0,11662,100,105.7,118.64,0,0
12292,"중부선,통영대전선",2,8.575,8.9,0.325,1.8431,0,820,2,0,1000,0,11662,100,98.1,99.78,0,0
12293,"중부선,통영대전선",2,8.9,9.395,0.495,-0.4094,0,820,2,2.2525,0,0,11662,100,98.7,107.07,0,0
12294,"중부선,통영대전선",2,9.395,10.868,1.473,-0.4094,1630,1473,2,0,-1630,0,11662,100,121,126.34,0,0
12295,"중부선,통영대전선",2,10.868,11.44,0.572,-0.4094,0,1750.89,2,0,1630,0,11662,100,100,100,0,0
12296,"중부선,통영대전선",2,11.44,12.61889,1.17889,1.6255,0,1750.89,2,-2.0349,0,0,11662,100,127.5,127.61,0,0
12297,"중부선,통영대전선",2,12.61889,12.94,0.32111,1.6255,4053,321.11,2,0,-4053,0,11662,100,127.3,127.42,0,0
12298,"중부선,통영대전선",2,12.94,13.22,0.28,1.6255,3000,1255,2,0,1053,0,11662,100,127.2,127.27,0,0
12299,"중부선,통영대전선",2,13.22,14.195,0.975,-0.8177,3000,1255,2,2.4432,0,0,11662,100,127.2,127.36,0,0
12300,"중부선,통영대전선",2,14.195,14.545,0.35,-0.8177,0,350,2,0,3000,0,11662,100,125.8,126.81,0,0
12301,"중부선,통영대전선",2,14.545,15.14,0.595,-0.8177,3000,1270,2,0,-3000,0,13349,100,97.8,110.35,0,0
12302,"중부선,통영대전선",2,15.14,15.815,0.675,0.5104,3000,1270,2,-1.3281,0,0,13349,100,97.7,102.9,0,0
12303,"중부선,통영대전선",2,15.815,15.8491151,0.0341151,0.5104,0,500,2,0,3000,0,13349,100,120.7,121.5,0,0
12304,"중부선,통영대전선",2,15.8491151,16.315,0.4658849,-1.7698,0,500,2,2.2802,0,0,13349,100,123.7,126.9,0,0
12305,"중부선,통영대전선",2,16.315,17.1,0.785,-1.7698,1300,785,2,0,-1300,0,13349,100,98.9,116.12,0,0
12306,"중부선,통영대전선",2,17.1,17.16,0.06,-1.7698,0,1260,2,0,1300,0,13349,98.1,97.7,97.9,0,0
12307,"중부선,통영대전선",2,17.16,18.36,1.2,-2.9829,0,1260,2,1.2131,0,0,13349,100,97.4,111.6,0,0
12308,"중부선,통영대전선",2,18.36,18.571105,0.211105,-2.9829,2000,725,2,0,-2000,0,13349,100,127.6,127.69,0,0
12309,"중부선,통영대전선",2,18.571105,19.085,0.513895,2.8671,2000,725,2,-5.85,0,0,13349,100,127.6,127.81,0,0
12310,"중부선,통영대전선",2,19.085,19.96,0.875,2.8671,0,875,2,0,2000,0,9160,100,127.2,127.43,0,0
12311,"중부선,통영대전선",2,19.96,20.53,0.57,2.8671,4000,570,2,0,-4000,0,9160,100,126.7,127.17,0,0
12312,"중부선,통영대전선",2,20.53,21.28756,0.75756,2.8671,0,757.56,2,0,4000,0,9160,100,119.1,122.08,0,0
12313,"중부선,통영대전선",2,21.28756,22.21,0.92244,2.8671,1000,1142.44,2,0,-1000,0,9160,100,121.4,126.51,0,0
12314,"중부선,통영대전선",2,22.21,22.43,0.22,-1.7101,1000,1142.44,2,4.5772,0,0,9160,100,126.8,127.31,0,0
12315,"중부선,통영대전선",2,22.43,22.94,0.51,-1.7101,1300,510,2,0,-300,0,9160,100,99.8,114.95,0,0
12316,"중부선,통영대전선",2,22.94,23.16,0.22,-1.7101,0,220,2,0,1300,0,9160,98.9,97.4,97.72,0,0
12317,"중부선,통영대전선",2,23.16,23.3,0.14,-1.7101,1300,1013,2,0,-1300,0,9160,97.5,97.4,97.45,0,0
12318,"중부선,통영대전선",2,23.3,24.173,0.873,1.469,1300,1013,2,-3.1791,0,0,9160,100,97.6,108.83,0,0
12319,"중부선,통영대전선",2,24.173,24.63,0.457,1.469,1300,692,2,0,0,0,9160,100,117.9,124.83,0,0
12320,"중부선,통영대전선",2,24.63,24.865,0.235,2.8818,1300,692,2,-1.4128,0,0,9160,100,103.5,112.68,0,0
12321,"중부선,통영대전선",2,24.865,25.64479,0.77979,2.8818,3000,779.79,2,0,-1700,0,9160,100,97.4,104.92,0,0
12322,"중부선,통영대전선",2,25.64479,26.04,0.39521,2.8818,3000,395.21,2,0,0,0,9160,100,123.6,126.73,0,0
12323,"중부선,통영대전선",2,26.04,26.28379,0.24379,2.8818,3000,243.79,2,0,0,0,9160,100,127.7,127.81,0,0
12324,"중부선,통영대전선",2,26.28379,26.68,0.39621,2.8818,0,1111.21,2,0,3000,0,9160,100,127.7,127.81,0,0
12325,"중부선,통영대전선",2,26.68,27.395,0.715,1.9772,0,1111.21,2,0.9046,0,0,9160,100,127.7,128.1,0,0
12326,"중부선,통영대전선",2,27.395,27.56,0.165,1.9772,3000,165,2,0,-3000,0,9160,100,100,100,0,0
12327,"중부선,통영대전선",2,27.56,27.80379,0.24379,1.9772,3000,243.79,2,0,0,0,9160,100,127.9,127.9,0,0
12328,"중부선,통영대전선",2,27.80379,28.04779,0.244,1.9772,3000,244,2,0,0,0,9160,100,126.4,127.31,0,0
12329,"중부선,통영대전선",2,28.04779,28.13,0.08221,1.9772,2000,692.21,2,0,1000,0,9160,100,124.4,125.2,0,0
